,index,Star,Scan,JD,CHARA_num,wl,v2,v2c,v2sig,v2exp,flux,T1,T2,File,sp_freq,sp_freq_sample,pa,corr_v2,corr_v2c,corr_v2sig,cal_v2,cal_v2sig,u,v
45,141,HD_84999,9,7793.7228,130216,0.6804,0.004761,0.001463,0.000202,0.9386,15216.8,W2,S2,210504_9_HD_84999.pav,216991228.49361986,216991228.49361986,136.21717613230558,0.007681871666590505,0.0015587044534412957,0.00021521414873215428,0.036596937877172116,0.0011528383961330083,-106591909.79929385,102156644.42284885
46,142,HD_84999,9,7793.7228,130216,0.675,0.004144,0.001091,0.000202,0.9393,15313.7,W2,S2,210504_9_HD_84999.pav,218727158.32156882,218727158.32156882,136.21717613230558,0.006715185466707554,0.0011615032470989033,0.00021505376344086021,0.03427432556169479,0.001253382895157339,-106591909.79929385,102156644.42284885
47,143,HD_84999,9,7793.7228,130216,0.6697,0.00434,0.001285,0.000229,0.9399,14227.9,W2,S2,210504_9_HD_84999.pav,220458163.15821856,220458163.15821856,136.21717613230558,0.0070638549196999,0.0013671667198638152,0.00024364294073837644,0.030308473434062035,0.001522662071587529,-106591909.79929385,102156644.42284885
48,144,HD_84999,9,7793.7228,130216,0.6643,0.003803,0.001408,0.00023,0.9407,14175.3,W2,S2,210504_9_HD_84999.pav,222250236.13888147,222250236.13888147,136.21717613230558,0.006216924132857379,0.0014967577336026364,0.0002444987775061125,0.028068411678327045,0.0013214564200973037,-106591909.79929385,102156644.42284885
49,145,HD_84999,9,7793.7228,130216,0.659,0.003479,0.000967,0.000233,0.94,14014.0,W2,S2,210504_9_HD_84999.pav,224037681.13362512,224037681.13362512,136.21717613230558,0.005721286983347573,0.0010287234042553192,0.00024787234042553195,0.028350613095931797,0.001776181371426641,-106591909.79929385,102156644.42284885
50,146,HD_84999,9,7793.7228,130216,0.6536,0.003306,0.000848,0.000226,0.9369,13950.6,W2,S2,210504_9_HD_84999.pav,225888665.64727506,225888665.64727506,136.21717613230558,0.005484278915109356,0.0009051126054007898,0.00024122104813747465,0.028006073890451323,0.002158944029059352,-106591909.79929385,102156644.42284885
51,147,HD_84999,9,7793.7228,130216,0.6485,0.002924,0.000609,0.000295,0.9315,12854.1,W2,S2,210504_9_HD_84999.pav,227665122.38559595,227665122.38559595,136.21717613230558,0.004904123631447292,0.0006537842190016103,0.0003166935050993022,0.022628344200321258,0.001593485781265556,-106591909.79929385,102156644.42284885
52,148,HD_84999,9,7793.7228,130216,0.6436,0.002706,0.000605,0.0003,0.9253,12875.5,W2,S2,210504_9_HD_84999.pav,229398433.6032613,229398433.6032613,136.21717613230558,0.00459204496105037,0.0006538419971901004,0.0003242191721603804,0.02221628725907267,0.0016387400627544413,-106591909.79929385,102156644.42284885
53,149,HD_84999,9,7793.7228,130216,0.6389,0.001772,0.000753,0.000277,0.9147,12723.9,W2,S2,210504_9_HD_84999.pav,231085978.8183737,231085978.8183737,136.21717613230558,0.0030569749490327223,0.0008232207281075762,0.00030283152946321203,0.017573754552063486,0.0017867127332094846,-106591909.79929385,102156644.42284885
54,150,HD_84999,9,7793.7228,130216,0.6345,0.001211,0.000415,0.000292,0.8969,12397.6,W2,S2,210504_9_HD_84999.pav,232688466.29954132,232688466.29954132,136.21717613230558,0.0021406023948253145,0.0004627048723380533,0.0003255658378860519,0.015212893099592825,0.0023820059520765057,-106591909.79929385,102156644.42284885
55,151,HD_84999,9,7793.7228,130216,0.63,0.001024,0.00054,0.00028,0.8654,11755.5,W2,S2,210504_9_HD_84999.pav,234350526.77310947,234350526.77310947,136.21717613230558,0.0018850960947724737,0.0006239889068638781,0.0003235498035590478,0.016058296227643532,0.002814707962469184,-106591909.79929385,102156644.42284885
56,200,HD_84999,13,7793.7414,130216,0.7935,0.008155,0.003386,0.000287,0.9461,7623.7,W2,S2,210504_13_HD_84999.pav,180293979.18353832,180293979.18353832,140.36859512866727,0.011329530107233265,0.0035789028643906564,0.00030335059718845784,0.10452351831807398,0.006665516519051606,-110182145.45329383,91252368.49861796
57,201,HD_84999,13,7793.7414,130216,0.7857,0.010126,0.004414,0.000286,0.9459,8116.2,W2,S2,210504_13_HD_84999.pav,182083839.22888845,182083839.22888845,140.36859512866727,0.014134770016231531,0.004666455227825352,0.00030235754308066394,0.10116114145986893,0.0038440281216662415,-110182145.45329383,91252368.49861796
58,202,HD_84999,13,7793.7414,130216,0.7779,0.011518,0.004713,0.000288,0.9472,8448.8,W2,S2,210504_13_HD_84999.pav,183909593.11240217,183909593.11240217,140.36859512866727,0.016130602358851037,0.004975717905405405,0.00030405405405405404,0.10138481209308989,0.004027249563405605,-110182145.45329383,91252368.49861796
59,203,HD_84999,13,7793.7414,130216,0.7706,0.012193,0.004646,0.000314,0.9496,8343.8,W2,S2,210504_13_HD_84999.pav,185651794.0333995,185651794.0333995,140.36859512866727,0.017108696875178228,0.004892586352148273,0.0003306655433866891,0.10082967895488402,0.002742489357897138,-110182145.45329383,91252368.49861796
60,204,HD_84999,13,7793.7414,130216,0.7633,0.011084,0.004252,0.000264,0.9525,8721.2,W2,S2,210504_13_HD_84999.pav,187427318.85515216,187427318.85515216,140.36859512866727,0.015575979295495878,0.004464041994750656,0.00027716535433070866,0.10156787980039163,0.0027597165072362484,-110182145.45329383,91252368.49861796
61,205,HD_84999,13,7793.7414,130216,0.7564,0.008635,0.003358,0.000255,0.9539,9490.5,W2,S2,210504_13_HD_84999.pav,189137060.39415345,189137060.39415345,140.36859512866727,0.012170018919115323,0.0035202851451934165,0.0002673236188279694,0.09648738908580017,0.004151889740467874,-110182145.45329383,91252368.49861796
