LAMBDA	V2	V2C	V2Sig	V2expect	Flux    
  0.881000  0.016190  0.007450  0.000731  0.950004        3280.02  W2 S2
  0.871759  0.011452  0.005623  0.000637  0.949677        3403.51  W2 S2
  0.862519  0.010487  0.004563  0.000686  0.949681        3468.59  W2 S2
  0.853278  0.011341  0.005529  0.000642  0.949938        3498.18  W2 S2
  0.844088  0.015868  0.007085  0.000670  0.950385        3512.99  W2 S2
  0.835334  0.020787  0.009783  0.000702  0.950760        3567.77  W2 S2
  0.826603  0.029319  0.011945  0.000757  0.950672        3648.16  W2 S2
  0.818335  0.031965  0.014040  0.000704  0.950499        3857.49  W2 S2
  0.810068  0.032280  0.013861  0.000702  0.949775        4101.15  W2 S2
  0.801800  0.031716  0.012830  0.000758  0.949137        4242.95  W2 S2
  0.793532  0.031454  0.013476  0.000638  0.949131        4528.92  W2 S2
  0.785719  0.034625  0.014011  0.000582  0.948587        4831.32  W2 S2
  0.777938  0.037001  0.015333  0.000622  0.948165        4996.99  W2 S2
  0.770584  0.038521  0.015705  0.000629  0.947627        4878.69  W2 S2
  0.763289  0.033984  0.013265  0.000576  0.947588        5067.80  W2 S2
  0.756394  0.023212  0.009109  0.000492  0.947273        5526.15  W2 S2
  0.749585  0.011753  0.004465  0.000410  0.947106        6113.83  W2 S2
  0.742776  0.007989  0.002638  0.000357  0.946197        6356.77  W2 S2
  0.735968  0.011166  0.003875  0.000376  0.945212        6775.81  W2 S2
  0.729159  0.015488  0.005404  0.000371  0.944218        7147.81  W2 S2
  0.722350  0.013511  0.005159  0.000392  0.943335        7461.74  W2 S2
  0.715860  0.016913  0.006150  0.000394  0.941114        7373.59  W2 S2
  0.709537  0.025422  0.008793  0.000443  0.940094        7696.28  W2 S2
  0.703506  0.031270  0.010545  0.000472  0.938848        7934.44  W2 S2
  0.697670  0.034564  0.011488  0.000506  0.937089        8018.92  W2 S2
  0.691833  0.037269  0.012316  0.000568  0.933697        7535.65  W2 S2
  0.685997  0.034324  0.010427  0.000544  0.932685        7587.41  W2 S2
  0.680398  0.031435  0.009535  0.000483  0.932194        7704.49  W2 S2
  0.675048  0.029188  0.008740  0.000471  0.932229        7804.25  W2 S2
  0.669698  0.028976  0.009056  0.000543  0.929677        7240.54  W2 S2
  0.664348  0.025090  0.008296  0.000510  0.929754        7157.23  W2 S2
  0.658999  0.022596  0.007015  0.000511  0.929402        7045.66  W2 S2
  0.653649  0.022220  0.006540  0.000502  0.928045        6988.19  W2 S2
  0.648454  0.026759  0.008032  0.000584  0.923639        6488.98  W2 S2
  0.643590  0.028350  0.008103  0.000615  0.921294        6617.13  W2 S2
  0.638854  0.028587  0.008555  0.000575  0.916900        6648.02  W2 S2
  0.634477  0.023974  0.007586  0.000569  0.909669        6515.78  W2 S2
  0.630000  0.019034  0.006140  0.000559  0.895761        6159.82  W2 S2
